ts,PID,RDDSK,WRDSK,WCANCL,DSK,CMD,class
1668629991,13418,0,0,0,0.0,atop,ddos
1668630003,1743,0.0,0,0,0.0,rtkit-daemon,scanning
1668630016,1410,0K,0K,0,0%,navigation,dos
1668630034,21529,0.0,0,0,0.0,<imap-login>,scanning
1668630044,21534,0.0,0,0,0.0,<imap-login>,scanning
1668630070,2930,0,36,0,0.45,node-red,injection
1668630086,2056,0K,0K,0,0%,Xorg,dos
1668630111,1410,0K,0K,0,0%,navigation,dos
1668630111,13535,0,0,0,0.0,atop,ddos
1668630140,4918,0,0,0,0,kworker/0:2-mm,injection
1668630150,2930,0,16,0,0.22,node-red,injection
1668630151,13564,0,0,0,0.0,atop,ddos
1668630158,2986,0.0,24,0,0.27,atop,scanning
1668630205,2793,0,0,0,0,kworker/2:1-ev,injection
1668630206,13661,0,0,0,0.0,atop,ddos
1668630211,2776,0K,0K,0,0%,gnome-software,dos
1668630229,3076,0.0,0,0,0.0,mission-contro,scanning
1668630259,1636,0.0,0,0,0.0,irqbalance,scanning
1668630265,3468,0,4,0,0.06,atop,injection
1668630269,21482,0.0,0,0,0.0,<imap-login>,scanning
1668630346,13598,0,0,0,0.0,atop,ddos
1668630351,3066,0K,0K,0,0%,SLAM,dos
1668630423,1743,0.0,0,0,0.0,rtkit-daemon,scanning
1668630428,3187,0.0,0,0,0.0,WebExtensions,scanning
1668630444,21525,0.0,0,0,0.0,<imap-login>,scanning
1668630461,13640,0,0,0,0.0,atop,ddos
1668630466,13645,0,0,0,0.0,atop,ddos
1668630498,2985,0.0,4,0,0.08,atop,scanning
1668630540,1768,0,0,0,0,rtkit-daemon,injection
1668630545,4926,0,0,0,0,kworker/u256:1,injection
1668630550,3467,0,28,0,0.26,atop,injection
1668630596,13433,0,0,0,0.0,atop,ddos
1668630605,2194,0,0,0,0,Xorg,injection
1668630606,13441,0,0,0,0.0,atop,ddos
1668630624,21571,0.0,0,0,0.0,<imap-login>,scanning
1668630633,2954,0.0,0,0,0.0,nautilus,scanning
1668630646,13516,0,0,0,0.0,atop,ddos
1668630665,2793,0,0,0,0,kworker/2:1-ev,injection
1668630702,3140,0.0,4.0,0,0.05,atop,password
1668630705,3468,0,4,0,0.04,atop,injection
1668630729,21597,0.0,0,0,0.0,<imap-login>,scanning
1668630748,2311,0.0,0,0,0.0,pulseaudio,scanning
1668630756,13548,0,0,0,0.0,atop,ddos
1668630757,2463,0.0,0.0,0,0.0,gsd-power,password
1668630770,4820,0,0,0,0,atop,injection
1668630779,21610,0.0,0,0,0.0,<pop3-login>,scanning
1668630801,2223,0K,0K,0,0%,gnome-shell,dos
1668630851,13550,0,0,0,0.0,atop,ddos
1668630870,3088,0,0,0,0,nautilus,injection
1668630901,13374,0,0,0,0.0,kworker/u256:1,ddos
1668630960,4928,0,0,0,0,kworker/u256:3,injection
1668630965,2930,0,28,0,0.12,node-red,injection
1668631021,2056,0K,0K,0,0%,Xorg,dos
1668631053,1442,0.0,0,0,0.0,navigation,scanning
1668631078,1433,0.0,0,0,0.0,atop,scanning
1668631121,12536,0,0,0,0.0,kworker/u256:2,ddos
1668631123,2985,0.0,4,0,0.07,atop,scanning
1668631147,1596,0.0,0.0,0,0.0,rtkit-daemon,password
1668631149,21712,0.0,0,0,0.0,<pop3-login>,scanning
1668631179,21720,0.0,0,0,0.0,<pop3-login>,scanning
1668631198,3295,0.0,0,0,0.0,Web Content,scanning
1668631226,13660,0,0,0,0.0,atop,ddos
1668631244,4227,0.0,28,0,0.02,atop,scanning
1668631248,2985,0.0,4,0,0.09,atop,scanning
1668631251,13654,0,0,0,0.0,<apache2>,ddos
1668631256,3007,0K,0K,0,0%,atop,dos
1668631281,13665,0,0,0,0.0,<apache2>,ddos
1668631346,2223,0K,0K,0,0%,gnome-shell,dos
1668631359,14877,0.0,0,0,0.0,tlsmgr,scanning
1668631365,2194,0,0,0,0,Xorg,injection
1668631396,1634,0K,0K,0,0%,rtkit-daemon,dos
1668631412,1478,0.0,0.0,0,0.0,navigation,password
1668631423,2831,0.0,0,0,0.0,gnome-software,scanning
1668631429,21618,0.0,0,0,0.0,<pop3-login>,scanning
1668631432,3204,0.0,0.0,0,0.0,kworker/u256:0,password
1668631448,2433,0.0,0,0,0.0,gsd-xsettings,scanning
1668631463,3334,0.0,0,0,0.0,sd_generic,scanning
1668631506,13680,0,0,0,0.0,atop,ddos
1668631521,13683,0,0,0,0.0,atop,ddos
1668631523,2311,0.0,0,0,0.0,pulseaudio,scanning
1668631526,2518,0K,0K,0,0%,vmtoolsd,dos
1668631550,2362,0,0,0,0,gnome-shell,injection
1668631561,1724,0K,0K,0,0%,packagekitd,dos
1668631565,1432,0,0,0,0,navigation,injection
1668631669,21640,0.0,0,0,0.0,<pop3-login>,scanning
1668631676,13549,0,0,0,0.0,atop,ddos
1668631684,21643,0.0,0,0,0.0,<pop3-login>,scanning
1668631724,21654,0.0,0,0,0.0,<pop3-login>,scanning
1668631758,2985,0.0,4,0,0.1,atop,scanning
1668631777,2958,0.0,12.0,0,0.14,node-red,password
1668631795,2194,0,0,0,0,Xorg,injection
1668631819,21680,0.0,0,0,0.0,<pop3-login>,scanning
1668631839,21689,0.0,0,0,0.0,<pop3-login>,scanning
1668631851,1410,0K,0K,0,0%,navigation,dos
1668631855,1864,0,0,0,0,packagekitd,injection
1668631865,1768,0,0,0,0,rtkit-daemon,injection
1668631866,13512,0,0,0,0.0,atop,ddos
1668631895,3466,0,8,0,0.12,atop,injection
1668631924,21709,0.0,0,0,0.0,<pop3-login>,scanning
1668631931,13690,0,0,0,0.0,atop,ddos
1668631943,3187,0.0,0,0,0.0,WebExtensions,scanning
1668631974,21721,0.0,0,0,0.0,<pop3-login>,scanning
1668631987,2074,0.0,0.0,0,0.0,Xorg,password
1668631997,1478,0.0,0.0,0,0.0,navigation,password
1668632004,21728,0.0,0,0,0.0,<pop3-login>,scanning
1668632008,4370,0.0,4,0,0.06,node-red,scanning
1668632026,2518,0K,0K,0,0%,vmtoolsd,dos
1668632035,2610,0,0,0,0,vmtoolsd,injection
1668632043,3081,0.0,0,0,0.0,Web Content,scanning
1668632070,1768,0,0,0,0,rtkit-daemon,injection
1668632121,13730,0,0,0,0.0,atop,ddos
1668632146,13735,0,0,0,0.0,atop,ddos
1668632154,21213,0.0,0,0,0.0,smtpd,scanning
1668632156,3006,0K,24K,0,75%,atop,dos
1668632161,13738,0,0,0,0.0,atop,ddos
1668632162,3140,0.0,4.0,0,0.06,atop,password
1668632213,5110,0.0,0,0,0.0,kworker/u256:0,scanning
1668632240,1432,0,0,0,0,navigation,injection
1668632247,2310,0.0,0.0,0,0.0,gnome-shell,password
1668632262,3142,0.0,0.0,0,0.0,atop,password
1668632271,13762,0,0,0,0.0,atop,ddos
1668632290,3469,0,4,0,0.05,atop,injection
1668632326,3010,0K,8K,0,9%,atop,dos
1668632337,2958,0.0,8.0,0,0.18,node-red,password
1668632342,3142,0.0,4.0,0,0.09,atop,password
1668632360,2508,0,0,0,0,gsd-xsettings,injection
1668632363,2311,0.0,0,0,0.0,pulseaudio,scanning
1668632368,2954,0.0,0,0,0.0,nautilus,scanning
1668632375,2930,0,28,0,0.35,node-red,injection
1668632380,3467,0,24,0,0.3,atop,injection
1668632399,1172,0.0,0,0,0.0,mosquitto,scanning
1668632428,2850,0.0,0,0,0.0,fwupd,scanning
1668632430,2824,0,0,0,0,gnome-terminal,injection
1668632439,1981,0.0,0,0,0.0,master,scanning
1668632454,3556,0.0,696,0,0.51,drone,scanning
1668632471,4608,0K,0K,0,0%,kworker/0:0-mm,dos
1668632483,2985,0.0,4,0,0.07,atop,scanning
1668632485,3469,0,4,0,0.06,atop,injection
1668632490,3466,0,4,0,0.06,atop,injection
1668632509,3004,0.0,0,0,0.0,compiz,scanning
1668632541,2403,0K,0K,0,0%,gsd-xsettings,dos
1668632551,13516,0,0,0,0.0,atop,ddos
1668632556,13533,0,0,0,0.0,atop,ddos
1668632557,2580,0.0,0.0,0,0.0,vmtoolsd,password
1668632578,4999,0.0,0,0,0.0,kworker/u256:2,scanning
1668632585,4955,0,0,0,0,kworker/3:1-mm,injection
1668632596,13778,0,0,0,0.0,atop,ddos
1668632635,2610,0,0,0,0,vmtoolsd,injection
1668632638,3187,0.0,0,0,0.0,WebExtensions,scanning
1668632661,3005,0K,8K,0,10%,atop,dos
1668632684,2027,0.0,0,0,0.0,vmtoolsd,scanning
1668632698,4999,0.0,0,0,0.0,kworker/u256:2,scanning
1668632721,4742,0K,0K,0,0%,kworker/u256:0,dos
1668632741,13666,0,0,0,0.0,atop,ddos
1668632743,2290,0.0,0,0,0.0,gnome-shell,scanning
1668632751,13674,0,0,0,0.0,atop,ddos
1668632760,1566,0,0,0,0,vmtoolsd,injection
1668632766,2056,0K,0K,0,0%,Xorg,dos
1668632771,13683,0,0,0,0.0,atop,ddos
1668632781,13688,0,0,0,0.0,atop,ddos
1668632784,3553,0.0,0,0,0.0,ostinato,scanning
1668632806,3007,0K,4K,0,12%,atop,dos
1668632810,2462,0,0,0,0,goa-identity-s,injection
1668632823,2985,0.0,8,0,0.07,atop,scanning
1668632825,2336,0,0,0,0,ssh-agent,injection
1668632864,1579,0.0,0,0,0.0,dovecot,scanning
1668632872,3139,0.0,28.0,0,0.02,atop,password
1668632916,13715,0,0,0,0.0,atop,ddos
1668632918,2448,0.0,0,0,0.0,gsd-color,scanning
1668632937,2925,0.0,0.0,0,0.0,gnome-terminal,password
1668632962,1453,0.0,0.0,0,0.0,atop,password
1668632986,13732,0,0,0,0.0,atop,ddos
1668632990,5000,0,0,0,0,<sessionclean>,injection
1668633024,2663,0.0,0,0,0.0,dbus-daemon,scanning
1668633096,1531,0K,0K,0,0%,vmtoolsd,dos
1668633124,4227,0.0,4,0,0.0,atop,scanning
1668633151,13775,0,0,0,0.0,<apache2>,ddos
1668633160,5037,0,0,0,0,<systemd-udev>,injection
1668633183,5012,0.0,0,0,0.0,kworker/2:1-mm,scanning
1668633216,3007,0K,8K,0,20%,atop,dos
1668633233,2123,0.0,0,0,0.0,Xorg,scanning
1668633236,2223,0K,0K,0,0%,gnome-shell,dos
1668633256,13421,0,0,0,0.0,atop,ddos
1668633257,1478,0.0,0.0,0,0.0,navigation,password
1668633259,4227,0.0,4,0,0.0,atop,scanning
1668633262,2580,0.0,0.0,0,0.0,vmtoolsd,password
1668633291,13299,0,0,0,0.0,<apache2>,ddos
1668633293,2522,0.0,0,0,0.0,vmtoolsd,scanning
1668633344,3327,0.0,0,0,0.0,deja-dup-monit,scanning
1668633348,2987,0.0,4,0,0.05,atop,scanning
1668633364,1648,0.0,0,0,0.0,anvil,scanning
1668633378,2995,0.0,0,0,0.0,SLAM,scanning
1668633384,3556,0.0,480,0,0.63,drone,scanning
1668633401,12536,0,0,0,0.0,kworker/u256:2,ddos
1668633406,13436,0,0,0,0.0,<apache2>,ddos
1668633418,1433,0.0,0,0,0.0,atop,scanning
1668633422,2958,0.0,16.0,0,0.15,node-red,password
1668633441,13425,0,0,0,0.0,<apache2>,ddos
1668633442,2310,0.0,0.0,0,0.0,gnome-shell,password
1668633451,13438,0,0,0,0.0,<apache2>,ddos
1668633478,3266,0.0,0,0,0.0,Web Content,scanning
1668633487,2782,0.0,0.0,0,0.0,gnome-software,password
1668633537,2981,0.0,0.0,0,0.0,nautilus,password
1668633551,13552,0,0,0,0.0,<apache2>,ddos
1668633566,3007,0K,4K,0,10%,atop,dos
1668633590,1768,0,0,0,0,rtkit-daemon,injection
1668633600,2336,0,0,0,0,ssh-agent,injection
1668633607,2283,0.0,0.0,0,0.0,ssh-agent,password
1668633627,3140,0.0,4.0,0,0.07,atop,password
1668633631,13701,0,0,0,0.0,<apache2>,ddos
1668633637,2981,0.0,0.0,0,0.0,nautilus,password
1668633650,2194,0,0,0,0,Xorg,injection
1668633674,4297,0.0,4,0,0.01,atop,scanning
1668633682,2489,0.0,0.0,0,0.0,gsd-xsettings,password
1668633686,1724,0K,0K,0,0%,packagekitd,dos
1668633719,16282,0.0,0,0,0.0,config,scanning
1668633722,3142,0.0,8.0,0,0.06,atop,password
1668633776,13732,0,0,0,0.0,atop,ddos
1668633778,5178,0.0,0,0,0.0,<sed>,scanning
1668633782,2925,0.0,0.0,0,0.0,gnome-terminal,password
1668633801,2957,0K,0K,0,0%,nautilus,dos
1668633837,2310,0.0,0.0,0,0.0,gnome-shell,password
1668633879,21756,0.0,0,0,0.0,<imap-login>,scanning
1668633886,13919,0,0,0,0.0,atop,ddos
1668633890,3788,0,0,0,0,kworker/4:2-mp,injection
1668633925,4291,0,4,0,0.03,atop,injection
1668633933,5205,0.0,0,0,0.0,<systemd-udev>,scanning
1668633951,13796,0,0,0,0.0,<systemd-udev>,ddos
1668634030,3921,0,0,0,0,kworker/5:1-ip,injection
1668634036,3010,0K,0K,0,0%,atop,dos
1668634058,2456,0.0,0,0,0.0,gsd-housekeepi,scanning
1668634066,13823,0,0,0,0.0,<sessionclean>,ddos
1668634073,3525,0.0,0,0,0.0,kworker/0:0-mm,scanning
1668634112,1453,0.0,0.0,0,0.0,atop,password
1668634119,2781,0.0,0,0,0.0,unity-settings,scanning
1668634131,2518,0K,0K,0,0%,vmtoolsd,dos
1668634144,16283,0.0,0,0,0.0,ssl-params,scanning
1668634150,1864,0,0,0,0,packagekitd,injection
1668634173,3295,0.0,0,0,0.0,Web Content,scanning
1668634174,4225,0.0,8,0,0.02,atop,scanning
1668634180,2930,0,20,0,0.28,node-red,injection
1668634203,2986,0.0,24,0,0.25,atop,scanning
1668634219,15923,0.0,0,0,0.0,SLAM,scanning
1668634222,3140,0.0,4.0,0,0.05,atop,password
1668634226,13856,0,0,0,0.0,<find>,ddos
1668634243,2290,0.0,0,0,0.0,gnome-shell,scanning
1668634253,2987,0.0,0,0,0.0,atop,scanning
1668634262,2925,0.0,0.0,0,0.0,gnome-terminal,password
1668634303,2850,0.0,0,0,0.0,fwupd,scanning
1668634318,1743,0.0,0,0,0.0,rtkit-daemon,scanning
1668634325,4918,0,0,0,0,kworker/0:2-mm,injection
1668634338,2988,0.0,4,0,0.08,atop,scanning
1668634352,2925,0.0,0.0,0,0.0,gnome-terminal,password
1668634380,2824,0,0,0,0,gnome-terminal,injection
1668634422,3140,0.0,4.0,0,0.05,atop,password
1668634425,5053,0,0,0,0,kworker/u256:0,injection
1668634426,4846,0,-,0,0%,<systemd-udev>,dos
1668634426,13799,0,0,0,0.0,<sort>,ddos
1668634436,4847,0,-,0,0%,<systemd-udev>,dos
1668634471,13904,0,0,0,0.0,<systemd-udev>,ddos
1668634487,2784,0.0,0.0,0,0.0,update-notifie,password
1668634492,2499,0.0,0.0,0,0.0,gsd-color,password
1668634497,2802,0.0,0.0,0,0.0,fwupd,password
1668634516,4859,0,-,0,0%,<phpquery>,dos
1668634517,3139,0.0,24.0,0,0.4,atop,password
1668634583,2311,0.0,0,0,0.0,pulseaudio,scanning
1668634631,13939,0,0,0,0.0,atop,ddos
1668634653,3334,0.0,0,0,0.0,sd_generic,scanning
1668634661,4887,0,-,0,0%,<sessionclean>,dos
1668634669,2730,0.0,0,0,0.0,dbus-daemon,scanning
1668634673,2986,0.0,24,0,0.32,atop,scanning
1668634702,2489,0.0,0.0,0,0.0,gsd-xsettings,password
1668634709,21760,0.0,0,0,0.0,<pop3-login>,scanning
1668634718,2123,0.0,0,0,0.0,Xorg,scanning
1668634719,21762,0.0,0,0,0.0,<pop3-login>,scanning
1668634733,2522,0.0,0,0,0.0,vmtoolsd,scanning
1668634798,3343,0.0,0,0,0.0,sd_dummy,scanning
1668634831,13981,0,0,0,0.0,atop,ddos
1668634846,13987,0,0,0,0.0,atop,ddos
1668634851,13988,0,0,0,0.0,atop,ddos
1668634860,2610,0,0,0,0,vmtoolsd,injection
1668634871,3006,0K,24K,0,67%,atop,dos
1668634877,3140,0.0,0.0,0,0.0,atop,password
1668634881,13994,0,0,0,0.0,atop,ddos
1668634883,3334,0.0,0,0,0.0,sd_generic,scanning
1668634925,3469,0,4,0,0.05,atop,injection
1668634926,14003,0,0,0,0.0,atop,ddos
1668634961,2957,0K,0K,0,0%,nautilus,dos
1668634963,3266,0.0,0,0,0.0,Web Content,scanning
1668634966,3275,0K,0K,0,0%,Web-ContentExtensions,dos
1668635023,3295,0.0,0,0,0.0,Web Content,scanning
1668635071,13722,0,0,0,0.0,atop,ddos
1668635080,2824,0,0,0,0,gnome-terminal,injection
1668635082,2981,0.0,0.0,0,0.0,nautilus,password
1668635084,4227,0.0,8,0,0.02,atop,scanning
1668635088,2987,0.0,4,0,0.08,atop,scanning
1668635092,2310,0.0,0.0,0,0.0,gnome-shell,password
1668635160,1566,0,0,0,0,vmtoolsd,injection
1668635169,21776,0.0,0,0,0.0,<pop3-login>,scanning
1668635216,13928,0,0,0,0.0,atop,ddos
1668635266,13942,0,0,0,0.0,atop,ddos
1668635271,13943,0,0,0,0.0,atop,ddos
1668635285,2954,0,0,0,0,update-notifie,injection
1668635321,13953,0,0,0,0.0,atop,ddos
1668635326,13954,0,0,0,0.0,atop,ddos
1668635333,2954,0.0,0,0,0.0,nautilus,scanning
1668635359,1832,0.0,0,0,0.0,haveged,scanning
1668635393,1433,0.0,0,0,0.0,atop,scanning
1668635402,3140,0.0,8.0,0,0.06,atop,password
1668635408,3343,0.0,0,0,0.0,sd_dummy,scanning
1668635457,2782,0.0,0.0,0,0.0,gnome-software,password
1668635465,2793,0,0,0,0,kworker/2:1-ev,injection
1668635471,13988,0,0,0,0.0,atop,ddos
1668635479,4228,0.0,20,0,0.02,atop,scanning
1668635481,4715,0K,0K,0,0%,kworker/u256:2,dos
1668635487,3466,0.0,0.0,0,0.0,kworker/u256:2,password
1668635508,2831,0.0,0,0,0.0,gnome-software,scanning
1668635543,2433,0.0,0,0,0.0,gsd-xsettings,scanning
1668635560,2970,0,0,0,0,fwupd,injection
1668635574,2931,0.0,0,0,0.0,indicator-appl,scanning
1668635604,1622,0.0,0,0,0.0,whoopsie,scanning
1668635626,1634,0K,0K,0,0%,rtkit-daemon,dos
1668635635,3088,0,0,0,0,nautilus,injection
1668635664,3076,0.0,0,0,0.0,mission-contro,scanning
1668635669,1411,0.0,0,0,0.0,polkitd,scanning
1668635696,2424,0K,0K,0,0%,gsd-color,dos
1668635702,1462,0.0,4.0,0,0.03,atop,password
1668635704,1648,0.0,0,0,0.0,anvil,scanning
1668635736,3005,0K,8K,0,12%,atop,dos
1668635742,1609,0.0,0.0,0,0.0,vmtoolsd,password
1668635746,3007,0K,4K,0,6%,atop,dos
1668635753,2123,0.0,0,0,0.0,Xorg,scanning
1668635781,13741,0,0,0,0.0,atop,ddos
1668635796,13749,0,0,0,0.0,atop,ddos
1668635811,3007,0K,4K,0,9%,atop,dos
1668635846,14003,0,0,0,0.0,atop,ddos
1668635846,1531,0K,0K,0,0%,vmtoolsd,dos
1668635866,2795,0K,0K,0,0%,fwupd,dos
1668635876,4742,0K,0K,0,0%,kworker/u256:0,dos
1668635881,3006,0K,24K,0,38%,atop,dos
1668635882,2784,0.0,0.0,0,0.0,update-notifie,password
1668635898,2522,0.0,0,0,0.0,vmtoolsd,scanning
1668635906,2957,0K,0K,0,0%,nautilus,dos
1668635908,3525,0.0,0,0,0.0,kworker/0:0-mm,scanning
1668635920,4679,0,4,0,0.03,atop,injection
1668635941,4742,0K,0K,0,0%,kworker/u256:0,dos
1668635961,1724,0K,0K,0,0%,packagekitd,dos
1668635981,13939,0,0,0,0.0,atop,ddos
1668636001,3275,0K,0K,0,0%,Web-ContentExtensions,dos
1668636021,13949,0,0,0,0.0,atop,ddos
1668636035,3468,0,4,0,0.04,atop,injection
1668636095,4918,0,0,0,0,kworker/0:2-mm,injection
1668636118,3187,0.0,0,0,0.0,WebExtensions,scanning
1668636127,2283,0.0,0.0,0,0.0,ssh-agent,password
1668636133,2522,0.0,0,0,0.0,vmtoolsd,scanning
1668636141,4742,0K,0K,0,0%,kworker/u256:0,dos
1668636151,13990,0,0,0,0.0,atop,ddos
1668636153,3081,0.0,0,0,0.0,Web Content,scanning
1668636170,2970,0,0,0,0,fwupd,injection
1668636202,2925,0.0,0.0,0,0.0,gnome-terminal,password
1668636204,2781,0.0,0,0,0.0,unity-settings,scanning
1668636232,1453,0.0,0.0,0,0.0,atop,password
1668636265,3788,0,0,0,0,kworker/4:2-mp,injection
1668636266,13983,0,0,0,0.0,<apache2>,ddos
1668636282,3142,0.0,4.0,0,0.05,atop,password
1668636297,2310,0.0,0.0,0,0.0,gnome-shell,password
1668636339,15923,0.0,0,0,0.0,SLAM,scanning
1668636341,2957,0K,0K,0,0%,nautilus,dos
1668636381,4608,0K,0K,0,0%,kworker/0:0-mp,dos
1668636393,5110,0.0,0,0,0.0,kworker/u256:0,scanning
1668636471,3007,0K,4K,0,12%,atop,dos
1668636474,4227,0.0,4,0,0.0,atop,scanning
1668636491,13736,0,0,0,0.0,atop,ddos
1668636520,3469,0,4,0,0.09,atop,injection
1668636531,13748,0,0,0,0.0,atop,ddos
1668636536,3006,0K,24K,0,67%,atop,dos
1668636544,3045,0.0,0,0,0.0,vmtoolsd,scanning
1668636584,1172,0.0,0,0,0.0,mosquitto,scanning
1668636607,1460,0.0,0.0,0,0.0,atop,password
1668636616,3007,0K,4K,0,8%,atop,dos
1668636687,2784,0.0,0.0,0,0.0,update-notifie,password
1668636693,3525,0.0,0,0,0.0,kworker/0:0-mp,scanning
1668636730,3466,0,0,0,0,atop,injection
1668636761,3006,0K,24K,0,75%,atop,dos
1668636778,3295,0.0,0,0,0.0,Web Content,scanning
1668636790,3467,0,32,0,0.28,atop,injection
1668636823,4370,0.0,8,0,0.14,node-red,scanning
1668636879,4296,0.0,4,0,0.0,atop,scanning
1668636892,1461,0.0,0.0,0,0.0,atop,password
1668636911,3005,0K,4K,0,8%,atop,dos
1668636919,2663,0.0,0,0,0.0,dbus-daemon,scanning
1668636923,5110,0.0,0,0,0.0,kworker/u256:0,scanning
1668636941,14002,0,0,0,0.0,atop,ddos
1668636946,14003,0,0,0,0.0,atop,ddos
1668636951,1531,0K,0K,0,0%,vmtoolsd,dos
1668636985,3467,0,24,0,0.38,atop,normal
1668637009,4228,0.0,20,0,0.02,atop,scanning
1668637015,2194,0,0,0,0,Xorg,injection
1668637060,2523,0,0,0,0,gsd-color,injection
1668637086,13741,0,0,0,0.0,atop,ddos
1668637101,2518,0K,0K,0,0%,vmtoolsd,dos
1668637110,3088,0,0,0,0,nautilus,injection
1668637115,2362,0,0,0,0,gnome-shell,injection
1668637116,2776,0K,0K,0,0%,gnome-software,dos
1668637139,2097,0.0,0,0,0.0,atop,scanning
1668637150,2793,0,0,0,0,kworker/2:1-ev,injection
1668637169,1636,0.0,0,0,0.0,irqbalance,scanning
1668637191,13933,0,0,0,0.0,atop,ddos
1668637232,2784,0.0,0.0,0,0.0,update-notifie,password
1668637237,2463,0.0,0.0,0,0.0,gsd-power,password
1668637251,14017,0,0,0,0.0,atop,ddos
1668637258,2986,0.0,32,0,0.62,atop,scanning
1668637263,4370,0.0,8,0,0.15,node-red,scanning
1668637267,3466,0.0,0.0,0,0.0,kworker/u256:2,password
1668637285,3469,0,4,0,0.07,atop,injection
1668637371,2957,0K,0K,0,0%,nautilus,dos
1668637400,3088,0,0,0,0,nautilus,injection
1668637410,2362,0,0,0,0,gnome-shell,injection
1668637428,2718,0.0,0,0,0.0,gnome-terminal,scanning
1668637429,2565,0.0,0,0,0.0,init,scanning
1668637465,2970,0,0,0,0,fwupd,injection
1668637486,13994,0,0,0,0.0,atop,ddos
1668637525,4679,0,8,0,0.05,atop,injection
1668637533,4370,0.0,0,0,0.0,node-red,scanning
1668637538,2123,0.0,0,0,0.0,Xorg,scanning
1668637549,3022,0.0,0,0,0.0,nm-applet,scanning
1668637550,3469,0,4,0,0.02,atop,injection
1668637551,13709,0,0,0,0.0,atop,ddos
1668637567,1757,0.0,0.0,0,0.0,packagekitd,password
1668637600,2824,0,0,0,0,gnome-terminal,injection
1668637602,2958,0.0,28.0,0,0.39,node-red,password
1668637611,2957,0K,0K,0,0%,nautilus,dos
1668637654,16280,0.0,0,0,0.0,kworker/u256:0,scanning
1668637675,2194,0,0,0,0,Xorg,injection
1668637682,1461,0.0,0.0,0,0.0,atop,password
1668637688,1442,0.0,0,0,0.0,navigation,scanning
1668637717,3142,0.0,4.0,0,0.03,atop,password
1668637734,1579,0.0,0,0,0.0,dovecot,scanning
1668637736,1724,0K,0K,0,0%,packagekitd,dos
1668637738,5110,0.0,0,0,0.0,kworker/u256:0,scanning
1668637772,2505,0.0,0.0,0,0.0,gsd-housekeepi,password
1668637793,2995,0.0,0,0,0.0,SLAM,scanning
1668637800,1432,0,0,0,0,navigation,injection
1668637856,1410,0K,0K,0,0%,navigation,dos
1668637891,13921,0,0,0,0.0,atop,ddos
1668637901,13925,0,0,0,0.0,atop,ddos
1668637911,3005,0K,8K,0,12%,atop,dos
1668637915,4926,0,0,0,0,kworker/u256:1,injection
1668637916,13931,0,0,0,0.0,atop,ddos
1668637919,3076,0.0,0,0,0.0,mission-contro,scanning
1668637931,13940,0,0,0,0.0,atop,ddos
1668637938,1357,0.0,0,0,0.0,kerneloops,scanning
1668637961,13951,0,0,0,0.0,atop,ddos
1668637986,13957,0,0,0,0.0,atop,ddos
1668638001,13962,0,0,0,0.0,atop,ddos
1668638036,13973,0,0,0,0.0,atop,ddos
1668638037,2958,0.0,24.0,0,0.21,node-red,password
1668638051,13978,0,0,0,0.0,atop,ddos
1668638100,2793,0,0,0,0,kworker/2:1-ev,injection
1668638101,14001,0,0,0,0.0,atop,ddos
1668638124,4225,0.0,4,0,0.0,atop,scanning
1668638127,1596,0.0,0.0,0,0.0,rtkit-daemon,password
1668638146,3005,0K,4K,0,6%,atop,dos
1668638161,2957,0K,0K,0,0%,nautilus,dos
1668638161,13739,0,0,0,0.0,<apache2>,ddos
1668638182,2580,0.0,0.0,0,0.0,vmtoolsd,password
1668638219,3026,0.0,0,0,0.0,nautilus,scanning
1668638243,1842,0.0,0,0,0.0,packagekitd,scanning
1668638247,3140,0.0,8.0,0,0.03,atop,password
1668638256,14013,0,0,0,0.0,atop,ddos
1668638271,2776,0K,0K,0,0%,gnome-software,dos
1668638283,2987,0.0,4,0,0.05,atop,scanning
1668638311,13703,0,0,0,0.0,<apache2>,ddos
1668638316,13722,0,0,0,0.0,<apache2>,ddos
1668638387,2925,0.0,0.0,0,0.0,gnome-terminal,password
1668638424,3553,0.0,0,0,0.0,ostinato,scanning
1668638431,1531,0K,0K,0,0%,vmtoolsd,dos
1668638432,1596,0.0,0.0,0,0.0,rtkit-daemon,password
1668638481,3005,0K,0K,0,0%,atop,dos
1668638482,1478,0.0,0.0,0,0.0,navigation,password
1668638484,2027,0.0,0,0,0.0,vmtoolsd,scanning
1668638506,13753,0,0,0,0.0,<apache2>,ddos
1668638521,2424,0K,0K,0,0%,gsd-color,dos
1668638524,3556,0.0,1188,0,0.7,drone,scanning
1668638533,2985,0.0,8,0,0.1,atop,scanning
1668638553,2290,0.0,0,0,0.0,gnome-shell,scanning
1668638569,3004,0.0,0,0,0.0,compiz,scanning
1668638574,3553,0.0,0,0,0.0,ostinato,scanning
1668638627,1461,0.0,0.0,0,0.0,atop,password
1668638631,3005,0K,4K,0,10%,atop,dos
1668638645,1358,0,0,0,0,kerneloops,injection
1668638651,2056,0K,0K,0,0%,Xorg,dos
1668638656,13999,0,0,0,0.0,atop,ddos
1668638668,2954,0.0,0,0,0.0,nautilus,scanning
1668638676,2795,0K,0K,0,0%,fwupd,dos
1668638682,3142,0.0,0.0,0,0.0,atop,password
1668638691,13786,0,0,0,0.0,kworker/u256:0,ddos
1668638698,1577,0.0,0,0,0.0,vmtoolsd,scanning
