ts,PID,TRUN,TSLPI,TSLPU,POLI,NICE,PRI,RTPR,CPUNR,Status,EXC,State,CPU,CMD,class
1666613655,2901,0,3,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1666613970,4488,0,1,0,norm,0,122,0,3,-,0,S,0.0,kworker/u256:1,normal
1666614010,3349,0,22,0,norm,0,122,0,2,-,0,S,0.11,Web-Content,normal
1666614050,4467,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1666614055,4465,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1666614115,2512,0,1,0,norm,0,122,0,1,-,0,S,0.0,dbus-daemon,normal
1666614120,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666614125,2590,0,1,0,norm,0,122,0,1,-,0,S,0.0,upstart-dbus-b,normal
1666614840,3289,0,60,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666614845,2889,0,5,0,norm,0,122,0,3,-,0,S,0.0,nautilus,normal
1666614850,3882,0,3,0,norm,0,122,0,2,-,0,S,0.0,ostinato,normal
1666614915,3770,0,1,0,norm,20,102,0,3,-,0,S,0.01,atop,normal
1666614930,4464,1,0,0,norm,20,102,0,0,-,0,R,0.01,atop,normal
1666615080,3770,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1666615330,3767,1,0,0,norm,20,102,0,2,-,0,R,0.0,atop,normal
1666615385,1431,0,3,0,norm,0,122,0,2,-,0,S,0.0,whoopsie,normal
1666615420,4562,0,1,0,norm,0,122,0,3,-,0,S,0.02,tcpdump,normal
1666615605,3289,0,60,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666615740,2625,0,4,0,norm,0,122,0,3,-,0,S,0.0,hud-service,normal
1666615775,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666615805,2866,0,9,0,norm,0,122,0,2,-,0,S,0.01,compiz,normal
1666615855,3289,0,60,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666615885,4488,0,1,0,norm,0,122,0,3,-,0,S,0.0,kworker/u256:1,normal
1666615915,2512,0,1,0,norm,0,122,0,3,-,0,S,0.0,dbus-daemon,normal
1666615925,2590,0,1,0,norm,0,122,0,3,-,0,S,0.0,upstart-dbus-b,normal
1666616045,1431,0,4,0,norm,0,122,0,3,-,0,S,0.0,whoopsie,normal
1666616120,3769,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666616290,2625,0,4,0,norm,0,122,0,3,-,0,S,0.0,hud-service,normal
1666616350,3768,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666616410,3247,0,4,0,norm,0,122,0,3,-,0,S,0.0,gnome-terminal,normal
1666616500,3289,0,60,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666616525,4488,0,1,0,norm,0,122,0,3,-,0,S,0.0,kworker/u256:1,normal
1666616555,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666616705,3769,0,1,0,norm,20,102,0,3,-,0,S,0.01,atop,normal
1666616770,1943,0,2,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1666616995,2887,0,3,0,norm,0,122,0,3,-,0,S,0.0,nm-applet,normal
1666617270,2655,0,5,0,norm,0,122,0,2,-,0,S,0.0,gvfsd-fuse,normal
1666617355,3270,0,1,0,norm,0,122,0,1,-,0,S,0.0,sudo,normal
1666617530,2901,0,3,0,norm,0,122,0,3,-,0,S,0.0,vmtoolsd,normal
1666617565,3247,0,4,0,norm,0,122,0,0,-,0,S,0.0,gnome-terminal,normal
1666617615,2887,0,3,0,norm,0,122,0,3,-,0,S,0.0,nm-applet,normal
1666617670,3085,0,3,0,norm,0,122,0,1,-,0,S,0.0,zeitgeist-fts,normal
1666617785,2845,0,3,0,norm,0,122,0,3,-,0,S,0.0,ibus-engine-si,normal
1666617850,2417,0,6,0,norm,0,122,0,1,-,0,S,0.0,gnome-keyring-,normal
1666618105,3768,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666618110,4467,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666618145,4488,0,1,0,norm,0,122,0,3,-,0,S,0.0,kworker/u256:1,normal
1666618150,3438,0,18,0,norm,0,122,0,2,-,0,S,0.0,Web-Content,normal
1666618440,2529,0,1,0,norm,0,122,0,3,-,0,S,0.0,window-stack-b,normal
1666618445,1417,0,3,0,norm,0,122,0,3,-,0,S,0.0,gdm,normal
1666618455,2777,0,3,0,norm,0,122,0,1,-,0,S,0.0,indicator-powe,normal
1666618630,1575,1,16,0,norm,0,122,0,1,-,0,S,0.0,navigation,normal
1666618835,2168,0,3,0,norm,0,122,0,3,-,0,S,0.0,colord,normal
1666618990,3769,0,1,0,norm,20,102,0,3,-,0,S,0.01,atop,normal
1666619060,2880,0,5,0,norm,0,122,0,2,-,0,S,0.0,evolution-cale,normal
1666619135,2866,0,9,0,norm,0,122,0,3,-,0,S,0.01,compiz,normal
1666619175,4467,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666619325,4465,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666619585,4464,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666619665,4465,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666619785,4465,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666619940,3768,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666620055,4466,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666620105,1575,0,17,0,norm,0,122,0,1,-,0,S,0.0,navigation,normal
1666620185,3768,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666620420,3767,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666620510,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666620585,1943,0,2,0,norm,0,122,0,0,-,0,S,0.0,vmtoolsd,normal
1666620590,3289,0,60,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666620905,4464,1,0,0,norm,20,102,0,2,-,0,R,0.01,atop,normal
1666621025,4465,0,1,0,norm,20,102,0,3,-,0,S,0.01,atop,normal
1666621115,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666621185,3882,0,3,0,norm,0,122,0,3,-,0,S,0.0,ostinato,normal
1666621200,2889,0,5,0,norm,0,122,0,2,-,0,S,0.0,nautilus,normal
1666621265,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666621335,3770,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666621630,2901,0,3,0,norm,0,122,0,0,-,0,S,0.0,vmtoolsd,normal
1666621650,4562,0,1,0,norm,0,122,0,1,-,0,S,0.02,tcpdump,normal
1666621900,3882,0,3,0,norm,0,122,0,2,-,0,S,0.0,ostinato,normal
1666621905,3769,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666621935,2889,0,5,0,norm,0,122,0,2,-,0,S,0.0,nautilus,normal
1666622170,2866,0,9,0,norm,0,122,0,0,-,0,S,0.01,compiz,normal
1666622610,4464,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666622700,2590,0,1,0,norm,0,122,0,2,-,0,S,0.0,upstart-dbus-b,normal
1666622705,4124,0,1,0,norm,0,122,0,0,-,0,S,0.0,kworker/u256:0,normal
1666622760,3767,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666622800,2901,0,3,0,norm,0,122,0,3,-,0,S,0.0,vmtoolsd,normal
1666622995,2866,0,9,0,norm,0,122,0,0,-,0,S,0.01,compiz,normal
1666623165,3882,0,3,0,norm,0,122,0,3,-,0,S,0.0,ostinato,normal
1666623175,1534,0,1,0,norm,0,122,0,3,-,0,S,0.0,Xorg,normal
1666623185,2889,0,5,0,norm,0,122,0,3,-,0,S,0.0,nautilus,normal
1666623195,1575,0,17,0,norm,0,122,0,1,-,0,S,0.0,navigation,normal
1666623395,3770,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666623415,4465,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666623535,4465,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666623760,4467,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666623840,2512,0,1,0,norm,0,122,0,3,-,0,S,0.0,dbus-daemon,normal
1666623850,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666623885,3770,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666623920,1534,0,1,0,norm,0,122,0,1,-,0,S,0.0,Xorg,normal
1666624235,2901,0,3,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1666624390,2615,0,4,0,norm,0,122,0,2,-,0,S,0.0,unity-settings,normal
1666624400,1431,0,4,0,norm,0,122,0,3,-,0,S,0.0,whoopsie,normal
1666624405,2934,0,3,0,norm,0,122,0,3,-,0,S,0.0,mission-contro,normal
1666624580,3768,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666624680,3885,1,11,0,norm,0,122,0,0,-,0,S,0.98,drone,normal
1666624745,3289,0,60,0,norm,0,122,0,2,-,0,S,0.0,SLAM,normal
1666624825,3770,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666624835,4466,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666624925,2590,0,1,0,norm,0,122,0,0,-,0,S,0.0,upstart-dbus-b,normal
1666624980,3767,1,0,0,norm,20,102,0,0,-,0,R,0.0,atop,normal
1666625035,3349,0,22,0,norm,0,122,0,3,-,0,S,0.11,Web-Content,normal
1666625135,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666625290,3885,1,11,0,norm,0,122,0,0,-,0,S,0.99,drone,normal
1666625540,1431,0,3,0,norm,0,122,0,2,-,0,S,0.0,whoopsie,normal
1666625555,3885,1,11,0,norm,0,122,0,0,-,0,S,0.99,drone,normal
1666625570,2866,0,9,0,norm,0,122,0,2,-,0,S,0.01,compiz,normal
1666625665,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666625735,3769,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666625775,2615,0,4,0,norm,0,122,0,2,-,0,S,0.0,unity-settings,normal
1666625835,3767,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666625850,3882,0,3,0,norm,0,122,0,2,-,0,S,0.0,ostinato,normal
1666625865,2889,0,5,0,norm,0,122,0,2,-,0,S,0.0,nautilus,normal
1666625970,3768,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666626185,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666626270,1534,0,1,0,norm,0,122,0,2,-,0,S,0.0,Xorg,normal
1666626350,4465,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666626450,3289,0,60,0,norm,0,122,0,3,-,0,S,0.01,SLAM,normal
1666626585,4465,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666626695,3349,0,22,0,norm,0,122,0,0,-,0,S,0.1,Web-Content,normal
1666626795,2639,0,3,0,norm,0,122,0,3,-,0,S,0.0,unity-panel-se,normal
1666626835,4562,0,1,0,norm,0,122,0,0,-,0,S,0.02,tcpdump,normal
1666626840,2866,0,9,0,norm,0,122,0,1,-,0,S,0.01,compiz,normal
1666626910,3247,0,4,0,norm,0,122,0,3,-,0,S,0.0,gnome-terminal,normal
1666627025,1534,0,1,0,norm,0,122,0,3,-,0,S,0.0,Xorg,normal
1666627145,3769,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1666627260,4467,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666627340,4562,0,1,0,norm,0,122,0,0,-,0,S,0.02,tcpdump,normal
1666627370,3770,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1666627475,4465,0,1,0,norm,20,102,0,1,-,0,S,0.01,atop,normal
1666627575,3349,0,22,0,norm,0,122,0,0,-,0,S,0.11,Web-Content,normal
1666627735,3768,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666627895,2625,0,4,0,norm,0,122,0,1,-,0,S,0.0,hud-service,normal
1666628050,2590,0,1,0,norm,0,122,0,2,-,0,S,0.0,upstart-dbus-b,normal
1666628285,1943,0,2,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1666628290,2512,0,1,0,norm,0,122,0,0,-,0,S,0.0,dbus-daemon,normal
1666628435,4124,0,1,0,norm,0,122,0,3,-,0,S,0.0,kworker/u256:0,normal
1666628445,2639,0,3,0,norm,0,122,0,0,-,0,S,0.0,unity-panel-se,normal
1666628555,2625,0,4,0,norm,0,122,0,0,-,0,S,0.0,hud-service,normal
1666628575,2590,0,1,0,norm,0,122,0,0,-,0,S,0.0,upstart-dbus-b,normal
1666628765,4562,0,1,0,norm,0,122,0,0,-,0,S,0.0,tcpdump,normal
1666628780,2625,0,4,0,norm,0,122,0,0,-,0,S,0.0,hud-service,normal
1666628830,3767,0,1,0,norm,20,102,0,3,-,0,S,0.01,atop,normal
1666628850,3769,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1666628970,3770,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666629065,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666629080,3349,0,22,0,norm,0,122,0,3,-,0,S,0.14,Web-Content,normal
1666629155,2901,0,3,0,norm,0,122,0,0,-,0,S,0.0,vmtoolsd,normal
1666629230,4464,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666629285,2512,0,1,0,norm,0,122,0,2,-,0,S,0.0,dbus-daemon,normal
1666629300,2901,0,3,0,norm,0,122,0,3,-,0,S,0.0,vmtoolsd,normal
1666629485,3768,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666629525,1534,0,1,0,norm,0,122,0,3,-,0,S,0.0,Xorg,normal
1666629565,2639,0,3,0,norm,0,122,0,2,-,0,S,0.0,unity-panel-se,normal
1666629715,4124,0,1,0,norm,0,122,0,2,-,0,S,0.0,kworker/u256:0,normal
1666629720,3885,1,11,0,norm,0,122,0,0,-,0,S,1.01,drone,normal
1666629735,3767,1,0,0,norm,20,102,0,0,-,0,R,0.01,atop,normal
1666629790,3882,0,3,0,norm,0,122,0,0,-,0,S,0.0,ostinato,normal
1666629795,2889,0,5,0,norm,0,122,0,2,-,0,S,0.0,nautilus,normal
1666629820,2639,0,3,0,norm,0,122,0,0,-,0,S,0.0,unity-panel-se,normal
1666630310,2901,0,3,0,norm,0,122,0,3,-,0,S,0.0,vmtoolsd,normal
1666630315,4124,0,1,0,norm,0,122,0,0,-,0,S,0.0,kworker/u256:0,normal
1666630335,2027,0,1,0,norm,0,122,0,0,-,0,S,0.0,atop,normal
1666630520,3769,0,1,0,norm,20,102,0,3,-,0,S,0.01,atop,normal
1666630700,1760,0,1,0,norm,0,122,0,2,-,0,S,0.0,haveged,normal
1666630800,1534,0,1,0,norm,0,122,0,0,-,0,S,0.0,Xorg,normal
1666630885,2866,0,9,0,norm,0,122,0,0,-,0,S,0.01,compiz,normal
1666630940,3289,0,60,0,norm,0,122,0,2,-,0,S,0.0,SLAM,normal
1666630980,3247,0,4,0,norm,0,122,0,3,-,0,S,0.0,gnome-terminal,normal
1666631025,3767,1,0,0,norm,20,102,0,0,-,0,R,0.01,atop,normal
1666631070,4466,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666631140,2937,0,6,0,norm,0,122,0,3,-,0,S,0.0,udisksd,normal
1666631370,4467,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666631420,1943,0,2,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1666631445,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666631630,4465,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1666631675,3247,0,4,0,norm,0,122,0,1,-,0,S,0.0,gnome-terminal,normal
1666631750,4465,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1666631845,3769,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666631850,3767,1,0,0,norm,20,102,0,0,-,0,R,0.01,atop,normal
1666631880,1534,0,1,0,norm,0,122,0,3,-,0,S,0.0,Xorg,normal
1666631905,1943,0,2,0,norm,0,122,0,3,-,0,S,0.0,vmtoolsd,normal
1666632300,3289,0,60,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666632305,2901,0,3,0,norm,0,122,0,3,-,0,S,0.0,vmtoolsd,normal
1666632395,4464,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666632540,4465,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1666632555,4467,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666632635,3769,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666632820,1534,0,1,0,norm,0,122,0,2,-,0,S,0.0,Xorg,normal
1666632905,4464,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666632915,3767,1,0,0,norm,20,102,0,0,-,0,R,0.0,atop,normal
1666632960,2625,0,4,0,norm,0,122,0,3,-,0,S,0.0,hud-service,normal
1666633270,4562,0,1,0,norm,0,122,0,3,-,0,S,0.0,tcpdump,normal
1666633555,2639,0,3,0,norm,0,122,0,3,-,0,S,0.0,unity-panel-se,normal
1666633590,3885,1,11,0,norm,0,122,0,0,-,0,S,1.0,drone,normal
1666633610,3769,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666633665,3289,0,60,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666633710,2590,0,1,0,norm,0,122,0,2,-,0,S,0.0,upstart-dbus-b,normal
1666633755,4466,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666633765,4465,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1666634095,2880,0,5,0,norm,0,122,0,2,-,0,S,0.0,evolution-cale,normal
1666634170,3882,0,3,0,norm,0,122,0,1,-,0,S,0.0,ostinato,normal
1666634225,2889,0,5,0,norm,0,122,0,1,-,0,S,0.0,nautilus,normal
1666634400,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666634490,4124,0,1,0,norm,0,122,0,0,-,0,S,0.0,kworker/u256:0,normal
1666634650,3885,1,11,0,norm,0,122,0,0,-,0,S,1.0,drone,normal
1666634855,1534,0,1,0,norm,0,122,0,1,-,0,S,0.0,Xorg,normal
1666635090,2512,0,1,0,norm,0,122,0,1,-,0,S,0.0,dbus-daemon,normal
1666635195,3349,0,22,0,norm,0,122,0,2,-,0,S,0.15,Web-Content,normal
1666635365,1544,0,3,0,norm,0,122,0,0,-,0,S,0.0,accounts-daemo,normal
1666635545,1943,0,2,0,norm,0,122,0,3,-,0,S,0.0,vmtoolsd,normal
1666635600,2866,0,9,0,norm,0,122,0,3,-,0,S,0.01,compiz,normal
1666635835,3885,1,11,0,norm,0,122,0,0,-,0,S,0.99,drone,normal
1666636100,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666636160,3769,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666636190,3289,0,61,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666636220,4124,0,1,0,norm,0,122,0,3,-,0,S,0.0,kworker/u256:0,normal
1666636255,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666636400,2590,0,1,0,norm,0,122,0,2,-,0,S,0.0,upstart-dbus-b,normal
1666636565,2866,0,9,0,norm,0,122,0,3,-,0,S,0.01,compiz,normal
1666636680,2590,0,1,0,norm,0,122,0,0,-,0,S,0.0,upstart-dbus-b,normal
1666636695,4562,0,1,0,norm,0,122,0,2,-,0,S,0.02,tcpdump,normal
1666636940,2615,0,4,0,norm,0,122,0,2,-,0,S,0.0,unity-settings,normal
1666636985,4465,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666637040,2625,0,4,0,norm,0,122,0,2,-,0,S,0.0,hud-service,normal
1666637330,3769,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666637395,1943,0,2,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1666637425,3885,1,11,0,norm,0,122,0,0,-,0,S,0.99,drone,normal
1666637435,4562,0,1,0,norm,0,122,0,2,-,0,S,0.02,tcpdump,normal
1666637600,3770,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666637885,1943,0,2,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1666637900,2512,0,1,0,norm,0,122,0,0,-,0,S,0.0,dbus-daemon,normal
1666638020,3289,0,61,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666638030,2625,0,4,0,norm,0,122,0,3,-,0,S,0.0,hud-service,normal
1666638035,1943,0,2,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1666638080,4713,0,0,0,0,0,2,0,0,NE,0,E,0.0,<debian-sa1>,normal
1666638195,2512,0,1,0,norm,0,122,0,3,-,0,S,0.0,dbus-daemon,normal
1666638210,3349,0,22,0,norm,0,122,0,0,-,0,S,0.11,Web-Content,normal
1666638285,2639,0,3,0,norm,0,122,0,3,-,0,S,0.0,unity-panel-se,normal
1666638470,4466,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1666638755,2625,0,4,0,norm,0,122,0,2,-,0,S,0.0,hud-service,normal
1666639180,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666639310,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666639605,3403,0,3,0,norm,0,122,0,0,-,0,S,0.0,deja-dup-monit,normal
1666639685,4465,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666639790,4466,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666639930,3289,0,61,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666639935,3882,0,3,0,norm,0,122,0,0,-,0,S,0.0,ostinato,normal
1666639945,2889,0,5,0,norm,0,122,0,0,-,0,S,0.0,nautilus,normal
1666640155,3768,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666640160,4467,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666640165,4466,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666640210,2625,0,4,0,norm,0,122,0,2,-,0,S,0.0,hud-service,normal
1666640270,3885,1,11,0,norm,0,122,0,0,-,0,S,1.01,drone,normal
1666640295,3768,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666640365,2876,0,4,0,norm,0,122,0,3,-,0,S,0.0,goa-daemon,normal
1666640370,2639,0,3,0,norm,0,122,0,3,-,0,S,0.0,unity-panel-se,normal
1666640430,4466,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666640440,4465,0,1,0,norm,20,102,0,2,-,0,S,0.01,atop,normal
1666640470,1534,0,1,0,norm,0,122,0,2,-,0,S,0.0,Xorg,normal
1666640665,3770,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666640685,4466,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666640810,4466,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666640835,3289,0,61,0,norm,0,122,0,2,-,0,S,0.0,SLAM,normal
1666640855,1216,0,4,0,norm,0,122,0,2,-,0,S,0.0,NetworkManager,normal
1666640890,1463,0,1,0,norm,0,122,0,2,-,0,S,0.0,irqbalance,normal
1666641100,1216,0,4,0,norm,0,122,0,2,-,0,S,0.0,NetworkManager,normal
1666641145,2609,0,2,0,norm,0,122,0,0,-,0,S,0.0,gvfsd,normal
1666641160,2417,0,6,0,norm,0,122,0,1,-,0,S,0.0,gnome-keyring-,normal
1666641185,3826,0,1,0,norm,0,122,0,0,-,0,S,0.0,sudo,normal
1666641275,2866,0,9,0,norm,0,122,0,1,-,0,S,0.01,compiz,normal
1666641335,1943,0,2,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1666641445,3079,0,2,0,norm,0,122,0,2,-,0,S,0.0,zeitgeist-daem,normal
1666641510,2609,0,2,0,norm,0,122,0,0,-,0,S,0.0,gvfsd,normal
1666641535,4351,0,1,0,norm,0,122,0,3,-,0,S,0.0,cupsd,normal
1666641570,4057,0,1,0,norm,0,122,0,3,-,0,S,0.0,bash,normal
1666641640,2866,0,9,0,norm,0,122,0,1,-,0,S,0.01,compiz,normal
1666641675,3882,0,3,0,norm,0,122,0,1,-,0,S,0.0,ostinato,normal
1666641700,2889,0,5,0,norm,0,122,0,1,-,0,S,0.0,nautilus,normal
1666641800,4466,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666641965,2639,0,3,0,norm,0,122,0,0,-,0,S,0.0,unity-panel-se,normal
1666642040,3767,0,1,0,norm,20,102,0,0,-,0,S,0.0,atop,normal
1666642105,4124,0,1,0,norm,0,122,0,1,-,0,S,0.0,kworker/u256:0,normal
1666642110,2615,0,4,0,norm,0,122,0,2,-,0,S,0.0,unity-settings,normal
1666642275,3885,1,11,0,norm,0,122,0,0,-,0,S,0.99,drone,normal
1666642340,1534,0,1,0,norm,0,122,0,3,-,0,S,0.0,Xorg,normal
1666642415,3770,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666642430,3767,1,0,0,norm,20,102,0,0,-,0,R,0.01,atop,normal
1666642460,3882,0,3,0,norm,0,122,0,2,-,0,S,0.0,ostinato,normal
1666642470,2889,0,5,0,norm,0,122,0,2,-,0,S,0.0,nautilus,normal
1666642485,1575,0,17,0,norm,0,122,0,1,-,0,S,0.0,navigation,normal
1666642575,4465,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666642680,3768,0,1,0,norm,20,102,0,3,-,0,S,0.01,atop,normal
1666642770,2866,0,9,0,norm,0,122,0,2,-,0,S,0.01,compiz,normal
1666642975,2934,0,3,0,norm,0,122,0,3,-,0,S,0.0,mission-contro,normal
1666643005,3349,0,22,0,norm,0,122,0,3,-,0,S,0.09,Web-Content,normal
1666643045,3768,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1666643070,3289,0,60,0,norm,0,122,0,3,-,0,S,0.0,SLAM,normal
1666643250,3349,0,22,0,norm,0,122,0,0,-,0,S,0.11,Web-Content,normal
1666643270,3768,0,1,0,norm,20,102,0,3,-,0,S,0.01,atop,normal
1666643395,3768,0,1,0,norm,20,102,0,3,-,0,S,0.01,atop,normal
1666643450,2625,0,4,0,norm,0,122,0,3,-,0,S,0.0,hud-service,normal
1666643540,4465,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666643865,4562,0,1,0,norm,0,122,0,3,-,0,S,0.02,tcpdump,normal
1666644095,3769,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666644155,4124,0,1,0,norm,0,122,0,0,-,0,S,0.0,kworker/u256:0,normal
1666644230,3768,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1666644320,3769,0,1,0,norm,20,102,0,0,-,0,S,0.01,atop,normal
1666644430,4707,0,0,0,0,0,2,0,0,NE,0,E,0.0,<kworker/u256>,normal
1666644575,3349,0,22,0,norm,0,122,0,0,-,0,S,0.12,Web-Content,normal
1666644655,2639,0,3,0,norm,0,122,0,0,-,0,S,0.0,unity-panel-se,normal
1666644785,1575,0,17,0,norm,0,122,0,1,-,0,S,0.0,navigation,normal
